1,Amazon,4/25/2014,303.83
2,Amazon,4/28/2014,296.579987
3,Amazon,4/29/2014,300.380005
4,Amazon,4/30/2014,304.130005
5,Amazon,5/1/2014,307.890015
6,Amazon,5/2/2014,308.01001
7,Amazon,5/5/2014,310.049988
8,Amazon,5/6/2014,297.380005
9,Amazon,5/7/2014,292.709991
10,Amazon,5/8/2014,288.320007
11,Amazon,5/9/2014,292.23999
12,Amazon,5/12/2014,302.859985
13,Amazon,5/13/2014,304.640015
14,Amazon,5/14/2014,297.619995
15,Amazon,5/15/2014,295.190002
16,Amazon,5/16/2014,297.700012
17,Amazon,5/19/2014,296.76001
18,Amazon,5/20/2014,301.190002
19,Amazon,5/21/2014,305.01001
20,Amazon,5/22/2014,304.910004
21,Amazon,5/23/2014,312.23999
22,Amazon,5/27/2014,310.820007
23,Amazon,5/28/2014,310.160004
24,Amazon,5/29/2014,313.779999
25,Amazon,5/30/2014,312.549988
26,Amazon,6/2/2014,308.839996
27,Amazon,6/3/2014,307.190002
28,Amazon,6/4/2014,306.779999
29,Amazon,6/5/2014,323.570007
30,Amazon,6/6/2014,329.670013
31,Amazon,6/9/2014,327.5
32,Amazon,6/10/2014,332.410004
33,Amazon,6/11/2014,335.200012
34,Amazon,6/12/2014,325.910004
35,Amazon,6/13/2014,326.269989
36,Amazon,6/16/2014,327.619995
37,Amazon,6/17/2014,325.619995
38,Amazon,6/18/2014,334.380005
39,Amazon,6/19/2014,327
40,Amazon,6/20/2014,324.200012
41,Amazon,6/23/2014,327.23999
42,Amazon,6/24/2014,324.160004
43,Amazon,6/25/2014,327.440002
44,Amazon,6/26/2014,325.690002
45,Amazon,6/27/2014,324.570007
46,Amazon,6/30/2014,324.779999
47,Amazon,7/1/2014,332.390015
48,Amazon,7/2/2014,332.850006
49,Amazon,7/3/2014,337.48999
50,Amazon,7/7/2014,333.549988
51,Amazon,7/8/2014,323.809998
52,Amazon,7/9/2014,329.970001
53,Amazon,7/10/2014,327.920013
54,Amazon,7/11/2014,346.200012
55,Amazon,7/14/2014,355.320007
56,Amazon,7/15/2014,354.440002
57,Amazon,7/16/2014,355.899994
58,Amazon,7/17/2014,352.450012
59,Amazon,7/18/2014,358.660004
60,Amazon,7/21/2014,359.76001
61,Amazon,7/22/2014,360.839996
62,Amazon,7/23/2014,358.140015
63,Amazon,7/24/2014,358.609985
64,Amazon,7/25/2014,324.01001
65,Amazon,7/28/2014,320.410004
66,Amazon,7/29/2014,320
67,Amazon,7/30/2014,322.51001
68,Amazon,7/31/2014,312.98999
69,Amazon,8/1/2014,307.059998
70,Amazon,8/4/2014,313.649994
71,Amazon,8/5/2014,312.320007
72,Amazon,8/6/2014,313.890015
73,Amazon,8/7/2014,311.450012
74,Amazon,8/8/2014,316.799988
75,Amazon,8/11/2014,318.329987
76,Amazon,8/12/2014,319.320007
77,Amazon,8/13/2014,326.279999
78,Amazon,8/14/2014,333.209991
79,Amazon,8/15/2014,333.630005
80,Amazon,8/18/2014,334.529999
81,Amazon,8/19/2014,335.130005
82,Amazon,8/20/2014,335.779999
83,Amazon,8/21/2014,332.910004
84,Amazon,8/22/2014,331.589996
85,Amazon,8/25/2014,334.019989
86,Amazon,8/26/2014,341.829987
87,Amazon,8/27/2014,343.179993
88,Amazon,8/28/2014,340.019989
89,Amazon,8/29/2014,339.040009
90,Amazon,9/2/2014,342.380005
91,Amazon,9/3/2014,339
92,Amazon,9/4/2014,345.950012
93,Amazon,9/5/2014,346.380005
94,Amazon,9/8/2014,342.339996
95,Amazon,9/9/2014,329.75
96,Amazon,9/10/2014,331.329987
97,Amazon,9/11/2014,330.519989
98,Amazon,9/12/2014,331.190002
99,Amazon,9/15/2014,323.890015
100,Amazon,9/16/2014,327.76001
101,Amazon,9/17/2014,324
102,Amazon,9/18/2014,325
103,Amazon,9/19/2014,331.320007
104,Amazon,9/22/2014,324.5
105,Amazon,9/23/2014,323.630005
106,Amazon,9/24/2014,328.209991
107,Amazon,9/25/2014,321.929993
108,Amazon,9/26/2014,323.209991
109,Amazon,9/29/2014,321.820007
110,Amazon,9/30/2014,322.440002
